,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
ant-1.7,0.48229374440332623,0.44199468964964517,0.5098300561806776,0.5327778026175061,0.42957618609410037,0.3605832967402589,0.3928419380870538,0.4996825643410805,0.4527350316660231,0.4037965869258014,0.5139917933594791,0.42935132939246895,0.5138885915828522,0.4217023121675978,0.45637727582858106,0.37277815699725403,0.5449444167387908,0.4941568754033626,0.5385341916428438,0.5294442933176139,0.5155335233022711,0.4537244560561274,0.4736164450485324,0.362168882510181,0.40126705929601364,0.4560100104724355,0.4996322496715855,0.29179451625896385,0.4991218515048772,0.3830115301136344,0.4150875035560602,0.5308710502393004,0.5093076940645483,0.32003665314330415,0.3854353787310234,0.418639388751337,0.41489866065022124,0.5207143333701187,0.4604871174075754,0.4578974931206475,0.4328754944728986,0.4097214277126119,0.46375486072589167,0.422749404875535,0.5053278102404446,0.4647234300928241,0.49113838744587535,0.42680343636332047,0.45253577499405095,0.45090703725433784,0.49434388201438245,0.39186735169326203,0.3591319828726552,0.3984910903998088,0.472383487601726,0.48184694411752943,0.34962161915596873,0.37857414480967955,0.4096464868478333,0.4962657282853089,0.6013981843333693,0.4526890870567872,0.4573608625114315,0.5142485993138534,0.5224919171046647,0.45498121580000056,0.4518995574319198,0.46963107834676715,0.5011973173214641,0.5225211643859723,0.3676610232764297,0.5621643499464037,0.46540939314247903,0.578232945424997,0.4800568810884048,0.5613919291571886,0.48841275935134737,0.5043540164519986,0.4620941642202883,0.3789289462378824,0.4404627599033158,0.37080909650965455,0.43250973018210864,0.4499681697511524,0.4705556324551156,0.4607548603421766,0.45432999162509163,0.38435345778321167,0.47413352600805164,0.4142542407919685,0.5031163275608955,0.357033600377359,0.546446358767895,0.4583638071588772,0.5343398872951325,0.4802737174455781,0.5306944074341083,0.4693975976201262,0.44115431571823477,0.46306641521178166,0.3859708547981546,0.4259791434093595,0.4649374595051733,0.4686131825936321,0.4715583608548577,0.4119366699100898,0.46639486941928077,0.45261176617128973,0.45989403164702647,0.4403847914675715,0.48745094514721193,0.490332004759472,0.4085616835971445,0.46804960410043367,0.39621335676669317,0.4815976249210641,0.44164587741813255,0.42886601902744576,0.4738939461489365,0.4039735246080557,0.45061818825151473,0.5142007643103153,0.40179927774279756,0.4967714044352004,0.4673721401656977,0.44018578525273455,0.5078300853737061,0.5189255549875016,0.447628723855284,0.347965591331464,0.3013687292647602,0.4787109709465048,0.414531177068281,0.4497243179317053,0.5074300597736892,0.49721914081829627,0.46556410919739266,0.45207947870355947,0.4600367167897999,0.47409010209597935,0.44323729452653476,0.4070080590372167,0.401852190757239,0.4657306786101711,0.4491013129628912,0.4022199591443165,0.45465749325376825,0.512675334378246,0.3878646783787749,0.44444623278346074
arc,0.3764432969567792,0.3361299449275576,0.3387495316676993,0.44217837648065006,0.445121747860744,0.4872051818019341,0.5640543156857122,0.5163692650103033,0.4917390044494526,0.2544741075806406,0.42629394554741773,0.4070607540069322,0.384801200444597,0.2226852958725913,0.31623753945551725,0.4136941396341553,0.4146140042539862,0.4503490402832835,0.4367421918654881,0.3507574704504103,0.420818819705958,0.33895952840571725,0.31043846803351144,0.5525143106194667,0.21077208628714672,0.6089103100207839,0.6332531416711698,0.39836316256254994,0.39445289162838626,0.3536222039467063,0.20173644601095578,0.4040520722842212,0.4200034015870495,0.21589249191312077,0.6335931509008519,0.4203120074251894,0.47067803046437473,0.3877315022024428,0.45320433730096354,0.32823201200630114,0.392762549721029,0.25895423459962175,0.3507953426079241,0.36451629164923854,0.3482042779213036,0.4878727533357401,0.5539294844769038,0.21903620533247442,0.4832500686133624,0.4646784563483843,0.34242262551179137,0.42375534095576817,0.34946665166713525,0.32296891757819146,0.20129465942134162,0.22747006493260896,0.4485866621391783,0.4394459925454463,0.5531457737225148,0.5031400866886805,0.2991809754096044,0.4420200321643232,0.5409390007537035,0.19080534821480238,0.5486631445373111,0.5798258093606452,0.3347305798035646,0.3059953584142377,0.3679441667549867,0.45025818854256294,0.5514696997901618,0.46666681313793545,0.4244924874652711,0.4326397347076494,0.46679345737915334,0.24394711077570835,0.5179860208853276,0.38745338886160335,0.43921520188364627,0.22037104601083835,0.27050789420916743,0.5018111185593661,0.4776675762802799,0.38748419578089993,0.42569703225538497,0.44264052135264087,0.471384630123897,0.39172996834306106,0.28137570507191756,0.3134254438491656,0.19337299762169796,0.6303486938446682,0.33224629187908905,0.6519274478295578,0.3392056234302119,0.47685635649486485,0.37165976988193017,0.301686835020302,0.5055399943943061,0.5620520478910173,0.4412994010821085,0.6101399059712691,0.3617296373219817,0.23972840507462384,0.1931018644056569,0.3483958572448077,0.3783677226829709,0.40710813719349753,0.29223389941200784,0.5441808961051628,0.3108433988780919,0.36765879140018193,0.34693526534851654,0.4581268150072073,0.4849612352557536,0.606838660371491,0.33947340352324146,0.5619079385840865,0.3602011906400105,0.3737054052568445,0.49927350029201467,0.30601695397318357,0.342436042652448,0.4972514581278495,0.405428136535961,0.4086872425293622,0.509392759575946,0.4473321725809287,0.452622091388157,0.514431838548622,0.39762325929671033,0.4132634001480426,0.49744114164776376,0.3034621839600143,0.4441451128627768,0.3393982904583644,0.20876808243452125,0.3833476947298862,0.3857474675612772,0.3334957432869932,0.4599142918568213,0.41562903959664876,0.41200649854280214,0.4308808654760258,0.3194175608331437,0.3759162055025673,0.466084186513733,0.32759464110971037,0.33493353391143826,0.4067684782613681
camel-1.6,0.47455603579646727,0.5388719192756788,0.4499938617030898,0.4610654857356164,0.5049708029182269,0.47988995881960916,0.43620932302216686,0.49262833896608227,0.49198567977776025,0.5175223343714845,0.5467143507421919,0.4509034229037543,0.4456884177693524,0.4582909337393359,0.42790293064136603,0.48796583684154915,0.3884564457771583,0.5597834765390963,0.49172621958456436,0.4625055004974666,0.47602309302451257,0.4568646840655854,0.407797533264164,0.46563599869238936,0.39504738258631494,0.49666257732972247,0.41936013002173433,0.5497552071621747,0.4150799234622172,0.46814345937408136,0.4528393424055593,0.42724330878213107,0.47568344556978426,0.5350153128514787,0.42052599086747366,0.43809912769847376,0.3956649158532063,0.4891140609108144,0.4306342181937602,0.5168988229635643,0.5366872625483282,0.3900668567422551,0.45267817512934744,0.45818277005007685,0.37932948895197405,0.3862341916720846,0.4157989179316209,0.47280336054196764,0.5301496075307806,0.38963467221991316,0.40747865489719626,0.5294151234276814,0.47727314105207846,0.3608530004908837,0.47316860635281305,0.4055692933398081,0.4275516151543454,0.5253255024802364,0.40466528441388594,0.48001914685902236,0.40584582921141465,0.4800527164625969,0.4448681622672848,0.4773515772678078,0.45037837085085336,0.3804290209421529,0.4519692625391983,0.43594773655568503,0.4335038812347452,0.5216846166149336,0.4491797070561717,0.49757864825072323,0.5657490240565044,0.4512591249965501,0.43506869968415235,0.43518477673977446,0.46304249796226327,0.42339719436136436,0.43942199307660657,0.4766696520946557,0.5435119385162852,0.4686594958047631,0.3596732631855633,0.47180377512027183,0.5011672785271788,0.5026565530939537,0.5207646944430949,0.45262475247441386,0.5278421184228831,0.43963526143926546,0.4257600930389182,0.4910784325266045,0.6015270382030962,0.4437308669555538,0.4672097963120979,0.5529968222038621,0.45392507561839684,0.4330376092973638,0.4915036372592361,0.4817392452099307,0.5175960876491665,0.5145182420043953,0.42803314179104884,0.4526756285653478,0.5206637473391392,0.4887373559434132,0.44351656090963254,0.4580090514532427,0.45226742487403104,0.47593159915844235,0.40901931252916673,0.4848688491237654,0.6123680701986065,0.4410584815142973,0.45251520115252253,0.4781812576533959,0.4548781085473021,0.4734387334234403,0.48138072781022373,0.5725540606454278,0.497292043083128,0.502215364627804,0.44291301831600394,0.47531236942162314,0.47938218559038576,0.5869803292835063,0.5146888934180208,0.478948489951656,0.3684740525137749,0.545407651188897,0.5123089503488568,0.4524139791788771,0.49814624770714555,0.48327716481264815,0.5122914429497726,0.5464577717816305,0.44447276533820884,0.4425643053782157,0.40495880825061814,0.513182190238662,0.46370560014507806,0.4902727652388383,0.40230112209719227,0.42001591871930843,0.4160131179102715,0.4148927301515813,0.44043978825631813,0.5297338817849939,0.5164780239748887,0.4591791111908056
ivy-2.0,0.3588602649688487,0.47512699339967246,0.4387756060764193,0.2851877149454278,0.4105753800655283,0.5809601991715843,0.4548168030496065,0.5185018972340816,0.36886219912422374,0.5191187338679737,0.40005416546620637,0.4332321070178437,0.42629039274129193,0.5364623740386607,0.3644837560852596,0.16047384125602918,0.3843812797929577,0.34781487639627445,0.4843060868840521,0.5525767803893614,0.2540395753029338,0.35303965780369784,0.24371732416207811,0.41191036926377156,0.5179062167938433,0.4197173319732663,0.41954978900362816,0.4598370356552887,0.4270342131978455,0.32739525544948495,0.46660978548587945,0.5414382807210325,0.3376622181119013,0.24595174275280776,0.4725378093511685,0.4264823070668462,0.29377142904308573,0.2830441163223667,0.4124398049490155,0.36246923066374287,0.3625192222502768,0.4480334821087793,0.469501867373798,0.3739541245670854,0.5685675361642845,0.4432779278591271,0.30164387922933517,0.415022671555696,0.4297328919066322,0.31961088943355076,0.3477523760733707,0.3517938220231783,0.49470283539115206,0.44602235432528503,0.49619550445283866,0.39168099707913734,0.5133055359656853,0.36952424315808763,0.5282412898565187,0.4315460334070203,0.346510449700343,0.29731413176309485,0.38802693245615666,0.4768996881552462,0.327526189364926,0.5089893242524597,0.4845304809252557,0.28978986587257066,0.39217271099955564,0.48002670739810316,0.39921810489769,0.4831153844672244,0.37951956714922425,0.448666076710156,0.5286997293617444,0.34455142393044347,0.44058190220770677,0.39553246529889435,0.4224874293487221,0.3196618452477538,0.37264477763293263,0.3972488462882244,0.5509032371846969,0.4153260235587644,0.25333585900265854,0.4677132604349926,0.47766473098309825,0.43717814345667744,0.37391149496106474,0.31413413230376575,0.5209977302089629,0.34567544781801607,0.39706451324999603,0.38577373567237516,0.5297836294544498,0.30766493979656423,0.5745535301212298,0.46529596965004394,0.3204422435708181,0.3891475236941811,0.3179574006742293,0.43782138169127016,0.3526166505659801,0.43438289239581146,0.29671518443378825,0.43655535732818684,0.3571027961057028,0.49533907821018797,0.37203449109508724,0.437363277599222,0.41446609289643604,0.3994151773422718,0.47838137076181547,0.3205143783891886,0.5340082927203158,0.2979151795654855,0.217084643211321,0.3188132420597136,0.37887573774630146,0.45524446003060276,0.29986426964708307,0.3385451436255362,0.2866020820318324,0.46633612951920966,0.394771522194465,0.32162715166832007,0.44709401639044494,0.2912671969951005,0.41473412261992165,0.4423804659238271,0.28294477796273093,0.35364124749352466,0.38199932495245476,0.4743762671124098,0.4582922903190836,0.31150236296927686,0.42286748370182536,0.4841584390256407,0.4886889146780199,0.5600337292043128,0.49016313571714265,0.3688036690103865,0.2049051490503827,0.584805823725538,0.40107597293161723,0.3526710469560788,0.5412036990230548,0.4678683719783572,0.39228042092462345,0.4206683786539459
jedit-4.3,0.23316490083688307,0.1635325941122277,0.1284838621119025,0.19342562530822338,0.08352278836858804,0.12743210204146135,0.26895230586509994,0.2568765102959068,0.1560967588837575,0.2309173940865904,0.1666143849515151,0.18694424210475805,0.2756680462416655,0.1035448083258747,0.21855206497126128,0.25244964520817115,0.17783121452075196,0.2059169908655877,0.12286187742169763,0.07030058999178893,0.1578543978996283,0.26997741555932725,0.14610117998357788,0.2026560571570763,0.21855206497126128,0.2021039286084848,0.13606674023885165,0.3211513054786731,0.26120235996715574,0.17145013742813478,0.3031623003231661,0.3208216269133133,0.14060117998357785,0.14576470084092313,0.20855206497126128,0.2599389526843207,0.18062653203704798,0.13036187742169764,0.19672017195571123,0.09664359505539348,0.23826013893212117,0.18442535717991335,0.2759680569382083,0.10297831227649959,0.25670235996715574,0.20461653470160673,0.11657711124681538,0.31175886779276235,0.13061640087379878,0.2064017699753668,0.2939560558152974,0.15214896108291973,0.2235520649712613,0.250173374865593,0.11211755165435008,0.1733857997739991,0.2524303813896527,0.27817036503076026,0.23054016020935653,0.15471333481633218,0.2265910447449876,0.17356793890747635,0.19736362981222666,0.18316246741348657,0.2235520649712613,0.1234341968768043,0.21394094423792645,0.31701188863868596,0.23068700756980587,0.1004508849876834,0.2985847066649267,0.24825390449198184,0.2235520649712613,0.15331596921476917,0.2223423006734394,0.27845597767808844,0.17267836908888504,0.08852278836858804,0.14467260855500647,0.23571873163792795,0.2532986018071277,0.024829233083202798,0.23604607804317418,0.1652261553291527,0.12303022622162539,0.2773143476561632,0.2551189725317666,0.13061640087379878,0.182418141646139,0.10324501059081029,0.22218533976328175,0.19149788118741862,0.08824501059081027,0.1625691850471824,0.23321873163792795,0.24194239265680093,0.17456793890747635,0.13868782944522734,0.1289587976501968,0.21773395252814884,0.1378175513622555,0.15280709501922518,0.1575691850471824,0.19397367335627144,0.16025576216118184,0.14734167086378225,0.1792610134976164,0.10323385202065044,0.15801217241759208,0.38145934557713873,0.2006475794021356,0.23395514204951856,0.20161208743568426,0.3056158531968479,0.15740344872812548,0.28670289125833537,0.2796245770064113,0.14476784665024456,0.07030058999178893,0.29907494720836425,0.15708850630682025,0.26536051345558304,0.11812503531643447,0.177418141646139,0.37345830185549556,0.22218533976328175,0.10343963352845532,0.08940565060439146,0.1618800538650737,0.2918213519392891,0.1666143849515151,0.18341328419074365,0.338615104791699,0.27207128188312235,0.2971314764624712,0.1672062524493424,0.2174268055987878,0.32915287441035096,0.18485653559207485,0.18784798514778478,0.05852550026631209,0.16738385526959526,0.17173585171384909,0.15275576216118184,0.29750294995894466,0.09996863097090905,0.23638424247365072,0.2147106178138154,0.3054381536441484,0.16192242882784852
log4j-1.2,0.2561033142848533,0.20491502860268662,0.19535499784753385,0.34800639468907674,0.18262859137722887,0.19419230490133188,0.2036583056508417,0.4371071115872077,0.3579692249125769,0.4322279354509931,0.3536118261467389,0.29970206942640165,0.3187158240198751,0.1910760647554123,0.36010335368370255,0.24461172079937882,0.4409728122575658,0.5169154792548596,0.3523122969496978,0.3339330508157897,0.4199667186469127,0.2854855157469971,0.2820288860189341,0.2683303072180221,0.3503505306460547,0.0983953322986317,0.20334280538889804,0.30970774144530155,0.10967098283016906,0.13179748175078562,0.14742501211515807,0.5221624080398569,0.17395160149413302,0.23390362239367046,0.31526528872916015,0.3429236026717976,0.015533812597581529,0.20089640088893693,0.00024390243902439027,0.14055341054594658,0.11012359357938548,0.3859165708516385,0.4550208376985438,0.3315343122217086,0.2714453464745567,0.09388878289441549,0.2327827024250792,0.2431696283047677,0.3960047153713355,0.15300507878801356,0.331989493974566,0.42513186954092425,0.3186789646665248,0.3280020803370911,0.29635346434334864,0.2562783874660455,0.42424070877328846,0.33102721597305595,0.201265974369119,0.2508208251628834,0.011331855981696712,0.37736054480638476,0.31559151123140006,0.2258876788994743,0.21141746490294452,0.21355681109934269,0.19802018716256392,0.38291961374133804,0.3208031514430403,0.3337725282158801,0.1962796323244971,0.2834774933652082,0.23502614235284264,0.18674689658688332,0.12286792369711194,0.1379017199571933,0.48611164655002254,0.018448607346274164,0.47347375500369193,0.3103101103059458,0.37500448765000904,0.3843178821007759,0.39076582452566744,0.456032001972866,0.4264846759172556,0.34828211343383575,0.17560030809284416,0.2626187098109274,0.07858445727709124,0.46521782973538944,0.17287856283186676,0.22659016163253842,0.27340911689916503,0.29717026581015465,0.13139180318175928,0.14001444300946703,0.4940996309795679,0.13076132443111926,0.1721531238407818,0.08763645723131752,0.14025834544849142,0.24828685382923063,0.4720925279200747,0.44993470627323706,0.3113580190513915,0.2636779577786144,0.30879407533396414,0.34104520194103743,0.36828656342396426,0.22255097365163026,0.33075569707990937,0.15545528079526755,0.6009379034211442,0.2996682308081196,0.35678723413074087,0.16922495511764601,0.5025621961921332,0.1969322336198916,0.17012681038249144,0.22082676231913462,0.324135007424737,0.38564431329354754,0.3171224495682895,0.24409890028655828,0.13840441897575434,0.39411191328961936,0.09021809418942955,0.4750893662217911,0.4128374714106883,0.2888489288319205,0.3051653498784592,0.5315580115177648,0.2433549978475339,0.1859059204937333,0.29565474900074373,0.35618618617125825,0.46699875517397327,0.20355203475285064,0.25298975237995525,0.2833024795486291,0.1385437423922251,0.008472190851636294,0.4783405235681317,0.318757174431546,0.40957935064514467,0.2060294261134531,0.2843493337118238,0.5116503345887106,0.41212645615069043,0.25478126592115474
lucene-2.4,0.5531186850589965,0.4238710561444045,0.43186473969481676,0.5140941762519673,0.4245178020092363,0.34207691308801164,0.5152633871446138,0.4855952512986119,0.5168063267187315,0.5232006076776454,0.546901792790473,0.5206723381511869,0.5409987774323378,0.41446442317300064,0.42387953115161825,0.5523919722864511,0.48198038377182356,0.41894167954754863,0.4649226705716305,0.3846573761559174,0.41421587723061126,0.5157115252041619,0.5875696303324072,0.536099121734865,0.5260265034600936,0.5917325377230314,0.4680057169506355,0.46258586101841065,0.38326254740466453,0.38092457173692085,0.3013154086334722,0.5575066188458552,0.4973577842190497,0.6360596361679867,0.49375929796868157,0.552999161435993,0.6205345040897787,0.43592704110186037,0.47493891636481983,0.5067117872999498,0.45380056989969947,0.5781337716192949,0.4728976940536002,0.6293089676148065,0.5525067970885861,0.5328610570778453,0.5109637197292995,0.6211036813642834,0.5079029681963809,0.45033228821580884,0.496891505686448,0.5099382571141,0.5396499752725631,0.4955397939133325,0.5326382883797214,0.3704930746863416,0.5639066404978187,0.5567878232877088,0.47338715068887116,0.3961878392458756,0.3905459736665492,0.44818228638220864,0.5745624037545316,0.6446711328499539,0.517642529876325,0.6175618873922543,0.6465389035136755,0.5056013921368789,0.5020968964634618,0.4091503019465488,0.6266597006792569,0.5163555285322827,0.44949696456556354,0.37455809957267056,0.34539431551498706,0.33642308297539086,0.603056716630264,0.5979541405219302,0.47810260571724916,0.44667329378672244,0.5752445553076381,0.3769095667057116,0.3853621131490208,0.5210617682266633,0.42148969127468366,0.5544213642389436,0.47948410923325047,0.34733321212850926,0.5562133951078267,0.5076242583070785,0.5984968211316193,0.4907319272889699,0.4924732881283221,0.2762030415514275,0.5543168109316112,0.585296919113229,0.59994270307265,0.5740833058265988,0.33722963634397546,0.49868045482923845,0.48244785153696584,0.5508149376821778,0.6468080273303035,0.37468894825832116,0.544333355152017,0.5499459397719011,0.49053160997849926,0.5123400666443343,0.5354440277207104,0.49253780026748595,0.43280480229378687,0.47667726722350184,0.5724005080113203,0.5171816765279362,0.5472816473040718,0.4553132013601479,0.554206573420428,0.4810798898850294,0.5266103455620301,0.5930591596105477,0.4972128135120738,0.3882246085944087,0.6225388743622366,0.4458803346688848,0.4119755012981811,0.434872084435093,0.5260924333255962,0.6273229808087672,0.5717889072702045,0.4604899858399088,0.45194989932636154,0.4951855972261819,0.645337121558714,0.5895679483963094,0.5651288609322258,0.48509428459928,0.3933526329454776,0.5164486540723581,0.5180335021398909,0.50088814192746,0.4679957689302638,0.5802659533141966,0.5434757499316072,0.3800592362835401,0.40045519701991283,0.4562509546934474,0.5075897344805398,0.40498723379587503,0.49026514008048816,0.4001861960370117
poi-3.0,0.3426249608790898,0.36910377397828203,0.44516001915773756,0.4021590259023476,0.2344545897488426,0.4548731538437323,0.4463301820579301,0.4067272778869804,0.4083516305647051,0.4243814785707196,0.3319521198151322,0.22798449267432436,0.32636313855985843,0.40519950741370475,0.5462237409438295,0.40125031630141106,0.42647788611271065,0.3765969175848796,0.47211275687080506,0.2094274276805986,0.4247177714206186,0.36212922921522595,0.5709602774707795,0.43774861920099783,0.2622759479553721,0.4847453001952693,0.3043080777593458,0.4191455466256593,0.44072221076573437,0.3943676250844139,0.415268288627244,0.4626860134379221,0.42858955576986985,0.2888816739779906,0.3904058592553418,0.3303752318342912,0.354196731188648,0.4580110976142294,0.42075601426306614,0.36507125970138,0.4171623561098791,0.4724758679280677,0.29282197521573095,0.319105997398056,0.3957453514439954,0.3214119792029428,0.29652160742384315,0.27709407270344527,0.4223399856503697,0.45019513570470304,0.34852563671980213,0.5061307022893655,0.3568210626371635,0.3622130025545932,0.44077622177498815,0.6449108733995136,0.42304801888107035,0.4593620002309734,0.4332860262710142,0.3624966574168659,0.32909652148502616,0.5337707545361652,0.3889430374577963,0.3532232461737655,0.4038517937177811,0.38827038942781184,0.4075979849710469,0.34982199721336715,0.4041746286011308,0.4040046001561709,0.374211444312087,0.34185167826288587,0.43285375482835137,0.34642493130459706,0.49589680590063806,0.3042893367969088,0.446977283348471,0.3912996982616435,0.3127381316875942,0.5548825594452488,0.5916786724647038,0.4054601797352767,0.48748441756563055,0.2663362358440701,0.5185588745452238,0.4960595941779676,0.41350413546978393,0.3862430748768357,0.42878632596710625,0.26440407050225756,0.5697695902194324,0.32223754202752813,0.4570661569132545,0.48664809297800415,0.22897117646278572,0.3745889914027093,0.3913807554451046,0.3309368504389403,0.25246668752185825,0.35606603238047785,0.2973198545706045,0.4700661624201591,0.4602720590074918,0.2670933123993932,0.45251413990360817,0.4250524442060379,0.3832889741313148,0.41760128511633454,0.34823786343027496,0.4867651600077034,0.36175996325379073,0.31099611599018595,0.44040646673336076,0.4432618873035705,0.39562886259686236,0.4699896690923222,0.299356142595305,0.4252720477366445,0.42349631744688204,0.36044898586615426,0.4807386365350922,0.2960718227458794,0.4463217343102324,0.36546102078658127,0.39347728010245187,0.42131983929111505,0.290371045583701,0.38892766426520176,0.45024988745676436,0.42858367032049066,0.34001183087407544,0.3292966512687738,0.49621349959596206,0.45685919791671725,0.3687517131262256,0.36648819842634217,0.3594056318479593,0.40544500548817614,0.38278341022046564,0.4363190108723462,0.4310401904298008,0.3478317618599767,0.4000533055470982,0.4587361965194992,0.28154807873600024,0.505145177097104,0.370599071781767,0.253751153624581,0.4202078110886934,0.37588528682144307
synapse-1.2,0.4365624253656911,0.5416092707917517,0.5588595802768277,0.41799760404024355,0.29472417581317517,0.38013684944360226,0.37198468799119183,0.3310561611341723,0.5204437776668903,0.5099140389520489,0.3704762556532359,0.5984468949005232,0.4462504861667464,0.3391827382532536,0.4784923839932493,0.4553244668296152,0.2779954444866433,0.49511745571110793,0.33428128970666343,0.4858833091948072,0.5668641343130008,0.4641305915503094,0.5300146048176243,0.4413499682031643,0.4817751885055445,0.5528230613607692,0.467876230830822,0.47098206244895996,0.5330819402646706,0.47556279180139277,0.47409389315367495,0.4260629070446059,0.45695687798455387,0.5216749459623188,0.6508036925665575,0.5418226887401107,0.39676336217498137,0.3132739039515832,0.3404282572023361,0.5057915427135038,0.45462740037742005,0.23613373340667176,0.43231355086935225,0.4839362530620521,0.5549760763300705,0.6016269734006989,0.5349813561976509,0.45123729245196775,0.42070100231545376,0.5739440433535246,0.7114091446540631,0.45179165590058834,0.4313634414716305,0.5128520270767445,0.46825204455805286,0.6128709494202016,0.44811636208731426,0.4381190981921994,0.3570325327135552,0.4848991171524459,0.38080085466734875,0.46008344472930307,0.5042768298219898,0.4630330492722985,0.4978390809171152,0.6140258246413743,0.440890755463246,0.501090116251449,0.5714881034305499,0.5689743560733769,0.45782069978149026,0.543112821275072,0.36815540508906314,0.5060816262257102,0.46159296170952774,0.4883160502553158,0.25133181272633837,0.43929219413309006,0.40862779412695416,0.610974301046912,0.48364662478262965,0.544273667862784,0.5396395282870564,0.4234523573969299,0.4206280453771753,0.3887882655676473,0.5162483308340793,0.4900402027222283,0.4601589494836428,0.4418625065027252,0.4582223225497763,0.40071325877510194,0.5024415457914608,0.43934323425235,0.32356940888917546,0.42580645726955074,0.545796136468826,0.4469218010793233,0.626110364461108,0.36160902789285215,0.5154450593792288,0.5244098643636396,0.5939718929431412,0.45545761880458,0.5061977245516932,0.5265261292752275,0.37210817157329096,0.4383191021724699,0.40935782398168435,0.46536002877710714,0.45928468292418206,0.5579143287996731,0.26088892633767635,0.48268136946437146,0.5639835139743259,0.4065443120847517,0.4629052299330019,0.3900653427617558,0.4874779557572599,0.5259297653787515,0.3093570029660732,0.5097802006480199,0.41367733358246433,0.424035532281822,0.4055603511537619,0.36154452378450025,0.5362360046047974,0.5279241463029234,0.5304814980652939,0.42900978420721186,0.4807511363968767,0.485110686505722,0.48807011668843336,0.4480206874263805,0.5413250398016265,0.5484389190344763,0.39102082319171344,0.25483509406776006,0.67163866783972,0.46927253660550045,0.3737031302764425,0.41758596248275787,0.3864916356258074,0.4962780353775836,0.557339738987651,0.4984353625930018,0.3398399669335167,0.48858685471602153,0.538878721770264,0.3764800363603798
tomcat,0.28589079997235944,0.4475236660457985,0.47390408626582603,0.37922044716748515,0.4040788431189473,0.25623083420467335,0.31320084230428663,0.3435074092622781,0.2789702061898776,0.4240772957659668,0.31024962882901,0.355934146921297,0.326137663609457,0.3546913956696417,0.4287739776017917,0.39281774074173137,0.3817675127259297,0.47718302157997317,0.3081695456117134,0.4196147314190488,0.33048752312579177,0.2932205931638625,0.32475342503303,0.44590015754032875,0.44055815986282004,0.2616713768675938,0.30178385585100637,0.33746457330348334,0.3809410500339451,0.4147116921428205,0.4355286689615546,0.3439394542452143,0.306884895786,0.3848322916196756,0.36132877753337134,0.3151142148815331,0.3286164720320138,0.30252756516306484,0.44028160390088317,0.32260232481835105,0.3870728676080141,0.2991598476123863,0.2639441830222372,0.39529890147312213,0.23374856874884997,0.21614663141096832,0.35704782866969526,0.3708116980842041,0.4360249179091679,0.3735577412408845,0.31891682713230035,0.3837265785588799,0.36801234260269083,0.3727972751650809,0.3231740786550646,0.3884637092535374,0.3159170444198647,0.3774208908894803,0.38873726684015797,0.2772942494227229,0.43996094144909437,0.3092637082288746,0.30285083619700426,0.4309476920774661,0.41745228777757426,0.2983262951432707,0.4025958604219838,0.37727864501302055,0.3406741849843802,0.2887696687489208,0.38156509786494236,0.32660965378630863,0.3587707467838886,0.31939485692293573,0.3666955847508221,0.35234885019149054,0.39467533013248635,0.30267733302379435,0.3518487674246252,0.41730821997412926,0.3989842088503143,0.3978153019579091,0.3116731064768337,0.3749420952198187,0.3343621849121589,0.3529147902402555,0.3141541243170329,0.42196627617890203,0.3540340571205275,0.34066205895988716,0.3614659085465475,0.29607386737055064,0.3856059251999263,0.4487094091079337,0.38479749833804117,0.34224575233499993,0.4291404788045456,0.44142444765719513,0.39741039895471314,0.3283742769606498,0.3449068656060228,0.3866817146280189,0.44602777807181415,0.3738724132775545,0.37891015218192103,0.3259290033537888,0.4106753975140097,0.3484631323417473,0.39473496223002946,0.364248290953366,0.3630342504181686,0.2624037116864715,0.3823796828953342,0.25716758890217833,0.3770630752310467,0.38755253392571454,0.4393087715130294,0.31910468227981065,0.3466150562529476,0.33427933649411623,0.3396332090868768,0.31729994317356175,0.39026992955491974,0.3277917941830772,0.2817777274663685,0.27200615790441024,0.3361559120332422,0.38031417677726903,0.2792930274559908,0.37073918297710073,0.33114091421682607,0.2848249141858585,0.4814070717965357,0.32644683916772455,0.3405633939422471,0.36232379791505687,0.2970478788204531,0.37818230887772974,0.405848121130009,0.38300739723600596,0.41505795220461716,0.4318449328300336,0.31479026820496414,0.3336569284071336,0.3835040606384102,0.33777580324438655,0.3040716108476978,0.3378315333283986,0.37359222441536577,0.35714945659554903
